pagePath,assistid,qid,qtitle,qtags,avgsessionduration,pvnum,logdate
/qa/kwassist/ai_tw/00000167DB6887CC0000006C6375706F795F72656C656173655155455354,ai_tw,00000167DB6887CC0000006C6375706F795F72656C656173655155455354,"請問下列程式中,多創一個欄位的原因是?","['ml100', '資料註記', 'ml100-d10']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016960A6ABF00000002C6375706F795F72656C656173655155455354,ai_tw,0000016960A6ABF00000002C6375706F795F72656C656173655155455354,下列程式的意思是什麼? 請求老師解說,"['ml100', 'annotationbbox,', 'ml100-d61']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016A2A1DE686000000586375706F795F72656C656173655155455354,ai_tw,0000016A2A1DE686000000586375706F795F72656C656173655155455354,無法安裝anaconda,"['ml100-2', 'faq', 'anaconda', '安裝']",0.0,2,2019-08-23
/qa/kwassist/ai_tw/0000016A338BE7820000026D6375706F795F72656C656173655155455354,ai_tw,0000016A338BE7820000026D6375706F795F72656C656173655155455354,如何更換jupyter預設目錄的問題,"['ml100-2', 'faq', 'python', 'jupyter', '路徑']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016A3AD87CC0000003956375706F795F72656C656173655155455354,ai_tw,0000016A3AD87CC0000003956375706F795F72656C656173655155455354,D1 作業3  範例程式執行問題,"['ml100-2', 'mae', 'ml100-2-d01']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016A466E15A5000005D06375706F795F72656C656173655155455354,ai_tw,0000016A466E15A5000005D06375706F795F72656C656173655155455354,day001-3作業,"['ml100-2', 'ml100-2-d01']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016A4F57F637000000176375706F795F72656C656173655155455354,ai_tw,0000016A4F57F637000000176375706F795F72656C656173655155455354,「每個問題都應該要可以被驗證」觀念釐清,"['ml100-2', '觀念', 'ml100-2-d01']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016A6F38CAEB000000606375706F795F72656C656173655155455354,ai_tw,0000016A6F38CAEB000000606375706F795F72656C656173655155455354,Day_004_column_data_type,"['ml100-2', '語法', 'ml100-2-d04']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016A906958F9000003646375706F795F72656C656173655155455354,ai_tw,0000016A906958F9000003646375706F795F72656C656173655155455354,Day 22 類別型特徵 - 基礎處理,"['ml100-2', 'ml100-2-d22', '類別型特徵']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016AA53996DD000000A96375706F795F72656C656173655155455354,ai_tw,0000016AA53996DD000000A96375706F795F72656C656173655155455354,Day22 講義問題,"['ml100-2', 'ml100-2-d22']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016ACB967C4B0000014A6375706F795F72656C656173655155455354,ai_tw,0000016ACB967C4B0000014A6375706F795F72656C656173655155455354,Day22 範例,"['ml100-2', 'ml100-2-d22']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016AD9F1C8B9000001CD6375706F795F72656C656173655155455354,ai_tw,0000016AD9F1C8B9000001CD6375706F795F72656C656173655155455354,Day022 範例問題,"['ml100-2-d22', 'ml100-2']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016AF95169D3000002936375706F795F72656C656173655155455354,ai_tw,0000016AF95169D3000002936375706F795F72656C656173655155455354,D022模型選擇,"['ml100-2', 'ml100-2-d22']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016B1D4E533F0000004B6375706F795F72656C656173655155455354,ai_tw,0000016B1D4E533F0000004B6375706F795F72656C656173655155455354,D39,"['ml100-2', 'ml100-2-d39']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016B3511D60A000000386375706F795F72656C656173655155455354,ai_tw,0000016B3511D60A000000386375706F795F72656C656173655155455354,Day023 鐵達尼生存率經均值轉換cross val score分數為1是合理的嗎?,"['ml100-2', 'ml100-2-d23']",43.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016B37677017000000466375706F795F72656C656173655155455354,ai_tw,0000016B37677017000000466375706F795F72656C656173655155455354,Bagging的使用情境,"['ml100-2', 'ml100-2-d49', 'Bagging']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016B3CC02425000000576375706F795F72656C656173655155455354,ai_tw,0000016B3CC02425000000576375706F795F72656C656173655155455354,Day48,"['ml100-2', 'ml100-2-d48']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016B47293E28000000AD6375706F795F72656C656173655155455354,ai_tw,0000016B47293E28000000AD6375706F795F72656C656173655155455354,Day49該如何blending可以給些提示嗎? 想好多天了,"['day49', ' 混合泛化預測檔', 'ml100-2-d49']",0.0,2,2019-08-23
/qa/kwassist/ai_tw/0000016B485E1F27000000B36375706F795F72656C656173655155455354,ai_tw,0000016B485E1F27000000B36375706F795F72656C656173655155455354,D21,"['ml100-2-d21', 'ml100-2']",1777.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016B4AD805F4000000C66375706F795F72656C656173655155455354,ai_tw,0000016B4AD805F4000000C66375706F795F72656C656173655155455354,補值使用眾數,['ml100-2-d19'],0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016B69D9F0F20000016D6375706F795F72656C656173655155455354,ai_tw,0000016B69D9F0F20000016D6375706F795F72656C656173655155455354,依 Kaggle 傳回分數調整比重?,"['ml100-2', 'ml100-2-d49']",0.0,2,2019-08-23
/qa/kwassist/ai_tw/0000016B78FAEB95000000156375706F795F72656C656173655155455354,ai_tw,0000016B78FAEB95000000156375706F795F72656C656173655155455354,Axes3d.scatter,"['ml100-2', 'ml100-2-d55']",0.0,2,2019-08-23
/qa/kwassist/ai_tw/0000016B7DF179920000001E6375706F795F72656C656173655155455354,ai_tw,0000016B7DF179920000001E6375706F795F72656C656173655155455354,Day_049_Blending,"['ml100-2', 'ml100-2-d49', 'Blending']",0.0,3,2019-08-23
/qa/kwassist/ai_tw/0000016B7E8104B8000000256375706F795F72656C656173655155455354,ai_tw,0000016B7E8104B8000000256375706F795F72656C656173655155455354,GradientBoostingRegressor參數問題,"['ml100-2-d48', 'ml100-2', 'GradientBoostingRegressor']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016B8804551D000000516375706F795F72656C656173655155455354,ai_tw,0000016B8804551D000000516375706F795F72656C656173655155455354,cross_val_score使用方式,"['ml100-2-d48', 'ml100-2']",720.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016B89BAE540000000636375706F795F72656C656173655155455354,ai_tw,0000016B89BAE540000000636375706F795F72656C656173655155455354,D60 example & HW 圖顯示不出,"['ml100-2', 'ml100-2-d60']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016BB1F081EA0000012B6375706F795F72656C656173655155455354,ai_tw,0000016BB1F081EA0000012B6375706F795F72656C656173655155455354,Day038 question,"['ml100-2', 'ml100-2-d38']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016BBD05B1F9000000056375706F795F72656C656173655155455354,ai_tw,0000016BBD05B1F9000000056375706F795F72656C656173655155455354,Day22,"['ml100-2', 'ml100-2-d22']",0.0,2,2019-08-23
/qa/kwassist/ai_tw/0000016BD70BA4B20000007C6375706F795F72656C656173655155455354,ai_tw,0000016BD70BA4B20000007C6375706F795F72656C656173655155455354,D39 Lasso & Ridge Regression,"['ml100-2', 'ml100-2-d39']",144.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016BE96C53BB000000D76375706F795F72656C656173655155455354,ai_tw,0000016BE96C53BB000000D76375706F795F72656C656173655155455354,D72 啟動函數,"['ml100-2', 'ml100-2-d72']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016BEA18F9AF000000E06375706F795F72656C656173655155455354,ai_tw,0000016BEA18F9AF000000E06375706F795F72656C656173655155455354,Day 75的題意與提示?,"['ml100-2', 'ml100-2-d75']",269.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016BEA8FF825000000E26375706F795F72656C656173655155455354,ai_tw,0000016BEA8FF825000000E26375706F795F72656C656173655155455354,Day 76 程式碼中「第四步：資料分割」,"['ml100-2-d76', 'ml100-2']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016BEB8DD34E000000EA6375706F795F72656C656173655155455354,ai_tw,0000016BEB8DD34E000000EA6375706F795F72656C656173655155455354,Day76 PDF 中 Batch sizes問題,"['ml100-2-d76', 'ml100-2']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016BF101C52C000001126375706F795F72656C656173655155455354,ai_tw,0000016BF101C52C000001126375706F795F72656C656173655155455354,Day 76 模型的預測準確率為什麼那麼低？,"['ml100-2', 'ml100-2-d76']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016BF9B24464000001366375706F795F72656C656173655155455354,ai_tw,0000016BF9B24464000001366375706F795F72656C656173655155455354,The kernel appears to have died.,"['ml100-2', 'ml100-2-d79']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016C1343AD8B000001A76375706F795F72656C656173655155455354,ai_tw,0000016C1343AD8B000001A76375706F795F72656C656173655155455354,Day_076_Opimizer_example,"['ml100-2-d76', 'ml100-2']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016C2127B8C9000000246375706F795F72656C656173655155455354,ai_tw,0000016C2127B8C9000000246375706F795F72656C656173655155455354,Day88 f1-score of multi-class problem,"['ml100-2-d88', 'ml100-2']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016C26CFA0130000003B6375706F795F72656C656173655155455354,ai_tw,0000016C26CFA0130000003B6375706F795F72656C656173655155455354,DAY72 dReLU的問題,"['ml100-2-d72', 'ml100-2']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016C2CB5AA750000004C6375706F795F72656C656173655155455354,ai_tw,0000016C2CB5AA750000004C6375706F795F72656C656173655155455354,D76投影片問題,"['ml100-2', 'ml100-2-d76']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016C33AA6F56000000616375706F795F72656C656173655155455354,ai_tw,0000016C33AA6F56000000616375706F795F72656C656173655155455354,Day083 一直跑不出來,"['ml100-2-d83', 'ml100-2']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016C3B3FF97F0000006F6375706F795F72656C656173655155455354,ai_tw,0000016C3B3FF97F0000006F6375706F795F72656C656173655155455354,解讀Code?,"['ml100-2', 'ml100-2-d88']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016C3E0CA0AF0000007B6375706F795F72656C656173655155455354,ai_tw,0000016C3E0CA0AF0000007B6375706F795F72656C656173655155455354,d66 安裝CUDA10.1有辦法改回9.0?,"['d66 cuda', 'ml100-2-d66', 'ml100-2']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016C3E6091EF0000007F6375706F795F72656C656173655155455354,ai_tw,0000016C3E6091EF0000007F6375706F795F72656C656173655155455354,投影片跟題目都看不懂在寫什麼....?,[],0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016C42D6B80B000000056375706F795F72656C656173655155455354,ai_tw,0000016C42D6B80B000000056375706F795F72656C656173655155455354,D22 請問如何判斷區分 樹狀模型與非樹狀模型，?,"['ml100-2', 'ml100-2-d22']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016C437188400000000A6375706F795F72656C656173655155455354,ai_tw,0000016C437188400000000A6375706F795F72656C656173655155455354,Day093 Dense和Conv2D的差異是?,"['ml100-2', 'ml100-2-d68']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016C45DAEFA0000000106375706F795F72656C656173655155455354,ai_tw,0000016C45DAEFA0000000106375706F795F72656C656173655155455354,Day72啟動函數-什麼是無效的神經元,"['ml100-2-d72', 'ml100-2']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016C48AAC1DA0000001F6375706F795F72656C656173655155455354,ai_tw,0000016C48AAC1DA0000001F6375706F795F72656C656173655155455354,完賽證明,[],0.0,2,2019-08-23
/qa/kwassist/ai_tw/0000016C4AF0ACDE000000246375706F795F72656C656173655155455354,ai_tw,0000016C4AF0ACDE000000246375706F795F72656C656173655155455354,非監督式學習降維目的,"['ml100-2', 'ml100-2-d54']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016C4E174015000000356375706F795F72656C656173655155455354,ai_tw,0000016C4E174015000000356375706F795F72656C656173655155455354,Day 88 的 self.validation_data 的意義是什麼？,"['ml100-2-d88', 'ml100-2']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016C5B9AB89B0000004B6375706F795F72656C656173655155455354,ai_tw,0000016C5B9AB89B0000004B6375706F795F72656C656173655155455354,cifar_generator的labels,"['ml100-2', 'ml100-2-d98']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016C67B9F9F8000000766375706F795F72656C656173655155455354,ai_tw,0000016C67B9F9F8000000766375706F795F72656C656173655155455354,Day088,"['ml100-2', 'ml100-2-d88']",1771.0,2,2019-08-23
/qa/kwassist/ai_tw/0000016C67DC28220000007A6375706F795F72656C656173655155455354,ai_tw,0000016C67DC28220000007A6375706F795F72656C656173655155455354,model.add activation,[],0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016C695AF93B0000007B6375706F795F72656C656173655155455354,ai_tw,0000016C695AF93B0000007B6375706F795F72656C656173655155455354,D89,"['ml100-2', 'ml100-2-d89']",0.0,4,2019-08-23
/qa/kwassist/ai_tw/0000016C6A10A45C0000007F6375706F795F72656C656173655155455354,ai_tw,0000016C6A10A45C0000007F6375706F795F72656C656173655155455354,關於cross validation score,['ml100-2'],0.0,2,2019-08-23
/qa/kwassist/ai_tw/0000016C703495E4000000046375706F795F72656C656173655155455354,ai_tw,0000016C703495E4000000046375706F795F72656C656173655155455354,圖片餵給keras?,[],0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016C7A5D02280000002D6375706F795F72656C656173655155455354,ai_tw,0000016C7A5D02280000002D6375706F795F72656C656173655155455354,如何根據目標選擇機器學習模型？,['ml100-3'],0.0,4,2019-08-23
/qa/kwassist/ai_tw/0000016C7C2AFBBE000000346375706F795F72656C656173655155455354,ai_tw,0000016C7C2AFBBE000000346375706F795F72656C656173655155455354,Day56 用silhouette score判斷分群的優點是?,"['ml100-2', 'ml100-2-d56']",1.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016C7ED9E8FA000000356375706F795F72656C656173655155455354,ai_tw,0000016C7ED9E8FA000000356375706F795F72656C656173655155455354,Day57 linkage='ward'具體是怎麼運算?,"['ml100-2', 'ml100-2-d57']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016C8F567424000000856375706F795F72656C656173655155455354,ai_tw,0000016C8F567424000000856375706F795F72656C656173655155455354,答案說2比3分數高很多，可是silhouette score卻比較低?,"['ml100-2', 'ml100-2-d56']",160.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016C8F6F7A4B000000926375706F795F72656C656173655155455354,ai_tw,0000016C8F6F7A4B000000926375706F795F72656C656173655155455354,D97_將影像進行攤平,"['ml100-2-d97', 'ml100-2']",0.0,2,2019-08-23
/qa/kwassist/ai_tw/0000016C910FBCBF0000009D6375706F795F72656C656173655155455354,ai_tw,0000016C910FBCBF0000009D6375706F795F72656C656173655155455354,D94  Convolution2D 超參數,"['ml100-2', 'ml100-2-d92', 'ml100-2-d93', 'ml100-2-d94']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016C94D2A8FA000000046375706F795F72656C656173655155455354,ai_tw,0000016C94D2A8FA000000046375706F795F72656C656173655155455354,期中考、期末考 可提供範例解答嗎?,"['期中考', '期末考', 'kaggle']",0.0,5,2019-08-23
/qa/kwassist/ai_tw/0000016C98BC97EF000000116375706F795F72656C656173655155455354,ai_tw,0000016C98BC97EF000000116375706F795F72656C656173655155455354,"我想上載 ipynb file 去Jupyter notebook, 但有error?",[],0.0,2,2019-08-23
/qa/kwassist/ai_tw/0000016C9E5C438B000000276375706F795F72656C656173655155455354,ai_tw,0000016C9E5C438B000000276375706F795F72656C656173655155455354,GitHub upload error,"['ml100-3', 'ml100-3-d02', 'github']",0.0,3,2019-08-23
/qa/kwassist/ai_tw/0000016CA8818E20000000076375706F795F72656C656173655155455354,ai_tw,0000016CA8818E20000000076375706F795F72656C656173655155455354,D89 抓不到bug...,"['ml100-2', 'ml100-2-d89']",2676.0,2,2019-08-23
/qa/kwassist/ai_tw/0000016CADFDA9C0000000246375706F795F72656C656173655155455354,ai_tw,0000016CADFDA9C0000000246375706F795F72656C656173655155455354,D49 補缺值的方式?,"['ml100-2', 'ml100-2-d49']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016CB01F6FC40000002D6375706F795F72656C656173655155455354,ai_tw,0000016CB01F6FC40000002D6375706F795F72656C656173655155455354,固定GPU結果,"['ml100-2', '固定gpu結果']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016CB30A385E000000366375706F795F72656C656173655155455354,ai_tw,0000016CB30A385E000000366375706F795F72656C656173655155455354,卷基層 全連接層?,[],24.0,6,2019-08-23
/qa/kwassist/ai_tw/0000016CB345C1B90000003A6375706F795F72656C656173655155455354,ai_tw,0000016CB345C1B90000003A6375706F795F72656C656173655155455354,DAY1:-作業範例MAE中實際值的算法,"['ml100-3', 'ml100-3-d01', 'mae', '作業']",61.0,10,2019-08-23
/qa/kwassist/ai_tw/0000016CB4A6EEC6000000466375706F795F72656C656173655155455354,ai_tw,0000016CB4A6EEC6000000466375706F795F72656C656173655155455354,D49 如何判斷相異值不具有代表性?,"['ml100-2', 'ml100-2-d49']",0.0,1,2019-08-23
/qa/kwassist/ai_tw/0000016CB66868020000004A6375706F795F72656C656173655155455354,ai_tw,0000016CB66868020000004A6375706F795F72656C656173655155455354,MEA解釋,"['ml100-3', 'ml100-3-d01']",395.0,11,2019-08-23
/qa/kwassist/ai_tw/0000016CB9E9E42A000000546375706F795F72656C656173655155455354,ai_tw,0000016CB9E9E42A000000546375706F795F72656C656173655155455354,D055 bad initialization和ground truth疑問,"['ml100-2', 'ml100-2-d55']",1496.0,8,2019-08-23
/qa/kwassist/ai_tw/0000016CBE02AFE1000000056375706F795F72656C656173655155455354,ai_tw,0000016CBE02AFE1000000056375706F795F72656C656173655155455354,安裝完anaconda3完，無法順利打開Jupyter Notebook,['安裝'],0.0,3,2019-08-23
/qa/kwassist/ai_tw/00000168452AFD8A000000506375706F795F72656C656173655155455354,ai_tw,00000168452AFD8A000000506375706F795F72656C656173655155455354,請問df_temp['Ticket_Hash'] = df['Ticket'].map(lambda x:hash(x) % 10)這一行程式的意思是什麼?,"['ml100', '特徵雜湊', 'ml100-d24']",0.0,1,2019-08-24
/qa/kwassist/ai_tw/0000016A2B7346C1000000AE6375706F795F72656C656173655155455354,ai_tw,0000016A2B7346C1000000AE6375706F795F72656C656173655155455354,請問...題目要去哪找？,"['ml100-2', 'faq', '題目']",0.0,1,2019-08-24
/qa/kwassist/ai_tw/0000016A8DDE26D60000033A6375706F795F72656C656173655155455354,ai_tw,0000016A8DDE26D60000033A6375706F795F72656C656173655155455354,"HW 023 # 均值編碼寫法可以解釋一下嗎, 看起來很繞?","['均值編碼data', 'ml100-2', 'ml100-2-d23']",0.0,1,2019-08-24
/qa/kwassist/ai_tw/0000016A9DA6E147000000346375706F795F72656C656173655155455354,ai_tw,0000016A9DA6E147000000346375706F795F72656C656173655155455354,Day 23,"['只取類別值', '對照組', 'ml100-2', 'ml100-2-d23']",0.0,1,2019-08-24
/qa/kwassist/ai_tw/0000016A9F9CCE7A000000406375706F795F72656C656173655155455354,ai_tw,0000016A9F9CCE7A000000406375706F795F72656C656173655155455354,特徵工程前的資料處理,['ml100-2'],0.0,1,2019-08-24
/qa/kwassist/ai_tw/0000016AA531C0FF000000A66375706F795F72656C656173655155455354,ai_tw,0000016AA531C0FF000000A66375706F795F72656C656173655155455354,Day23_範例解答drop欄位,"['ml100-2', 'ml100-2-d23']",0.0,1,2019-08-24
/qa/kwassist/ai_tw/0000016AB04E33E7000000166375706F795F72656C656173655155455354,ai_tw,0000016AB04E33E7000000166375706F795F72656C656173655155455354,day024:  Cabin=  None是否需要額外處理,"['ml100-2', 'ml100-2-d24']",0.0,1,2019-08-24
/qa/kwassist/ai_tw/0000016AB42D8674000000386375706F795F72656C656173655155455354,ai_tw,0000016AB42D8674000000386375706F795F72656C656173655155455354,特徵工程是否能對不同變數各別做適合的資料轉換?,"['ml100-2', '特徵工程']",0.0,1,2019-08-24
/qa/kwassist/ai_tw/0000016AB71835DD000000896375706F795F72656C656173655155455354,ai_tw,0000016AB71835DD000000896375706F795F72656C656173655155455354,HW23 ANS,"['ml100-2', 'ml100-2-d23']",0.0,1,2019-08-24
/qa/kwassist/ai_tw/0000016ABA2AD1160000009A6375706F795F72656C656173655155455354,ai_tw,0000016ABA2AD1160000009A6375706F795F72656C656173655155455354,Day023請教做drop的時機點,"['ml100-2', 'ml100-2-d23']",0.0,2,2019-08-24
/qa/kwassist/ai_tw/0000016AC15A2E7E000000F46375706F795F72656C656173655155455354,ai_tw,0000016AC15A2E7E000000F46375706F795F72656C656173655155455354,Day 30 31,"['ml100-2', 'ml100-2-d30', 'ml100-2-d31']",0.0,1,2019-08-24
/qa/kwassist/ai_tw/0000016ACC474BB4000001566375706F795F72656C656173655155455354,ai_tw,0000016ACC474BB4000001566375706F795F72656C656173655155455354,Day29範例問題-重要性高低排序,"['ml100-2', 'ml100-2-d29']",0.0,1,2019-08-24
/qa/kwassist/ai_tw/0000016ACDEEED890000015E6375706F795F72656C656173655155455354,ai_tw,0000016ACDEEED890000015E6375706F795F72656C656173655155455354,Day29_HW,"['ml100-2', 'ml100-2-d29']",0.0,1,2019-08-24
/qa/kwassist/ai_tw/0000016ACF301A6E000001696375706F795F72656C656173655155455354,ai_tw,0000016ACF301A6E000001696375706F795F72656C656173655155455354,"Day23 HW , 關於overfitting","['ml100-2', 'ml100-2-d23']",0.0,1,2019-08-24
/qa/kwassist/ai_tw/0000016AD4802F3A000001A06375706F795F72656C656173655155455354,ai_tw,0000016AD4802F3A000001A06375706F795F72656C656173655155455354,D17 非結構化資料的特徵工程,"['ml100-2', 'ml100-2-d17', '教材內容', '特徵工程']",0.0,1,2019-08-24
/qa/kwassist/ai_tw/0000016AD5988C12000001AF6375706F795F72656C656173655155455354,ai_tw,0000016AD5988C12000001AF6375706F795F72656C656173655155455354,Day_013_HW,"['ml100-2-d13', 'ml100-2']",0.0,1,2019-08-24
/qa/kwassist/ai_tw/0000016ADE95F717000001E56375706F795F72656C656173655155455354,ai_tw,0000016ADE95F717000001E56375706F795F72656C656173655155455354,數值與數值組合，若只是將自變數加減一個常數有意義嗎,"['ml100-2', 'ml100-2-d26']",0.0,1,2019-08-24
